"country","host_name","network_zone_type","ip_address","data_centre_location","it_service","it_service_owner","rhel_version","network_environment","running_cost_in_usd","infrastructure_component","operational_status"
"US","host4000","WAN","220.115.73.202","New York DC","File Storage","Adele","RHEL 8","Prod",1431,"Hazelcast","active"
"US","host6504","LAN","192.96.80.90","New York DC","Email","Adele","RHEL 9","Dev",810,"Hazelcast","planned"
"CN","host5892","LAN","203.60.72.48","Beijing DC","Database","David Bowie","RHEL 8","Prod",471,"rProxy","planned"
"PL","host4617","DMZ","212.88.152.130","Warsaw DC","Database","Adele","RHEL 8","Dev",541,"Mule GW","active"
"US","host6935","WAN","204.171.54.211","New York DC","Database","Elton John","RHEL 7","Test",1706,"Hazelcast","decommissioning"
"PL","host1208","LAN","210.219.106.76","Warsaw DC","Web Hosting","Adele","RHEL 8","UAT",588,"Hazelcast","planned"
"UK","host6089","DMZ","206.193.188.78","London DC","Monitoring","David Bowie","RHEL 7","Prod",1793,"rProxy","planned"
"UK","host7888","LAN","192.57.83.132","London DC","Email","Elton John","RHEL 8","Prod",1331,"Mule PCE","active"
"US","host2051","DMZ","197.34.138.244","New York DC","Monitoring","David Bowie","RHEL 8","Prod",1428,"Hazelcast","decommissioning"
"UK","host4547","DMZ","219.112.27.175","London DC","File Storage","David Bowie","RHEL 9","Dev",926,"Hazelcast","active"
"US","host9936","WAN","210.150.159.137","New York DC","Web Hosting","John Lennon","RHEL 7","Prod",1644,"Mule GW","decommissioning"
"US","host9777","LAN","221.210.27.109","New York DC","Database","David Bowie","RHEL 7","Prod",1785,"Mule PCE","decommissioning"
"UK","host1251","LAN","212.91.203.145","London DC","Email","Amy Winehouse","RHEL 8","Prod",1237,"Hazelcast","active"
"UK","host5276","WAN","208.81.76.130","London DC","Web Hosting","Adele","RHEL 8","Prod",1015,"Kong GW","planned"
"US","host3599","DMZ","209.171.241.110","New York DC","Database","Adele","RHEL 8","Dev",1433,"Mule GW","planned"
"US","host7538","WAN","200.42.145.53","New York DC","Email","John Lennon","RHEL 9","Dev",1064,"rProxy","planned"
"UK","host4654","LAN","199.111.105.250","London DC","Web Hosting","Adele","RHEL 8","Prod",1173,"Hazelcast","active"
"HK","host6481","LAN","216.243.224.54","Hong Kong DC","Email","Adele","RHEL 9","Prod",519,"rProxy","active"
"US","host7861","LAN","214.206.144.32","New York DC","Database","John Lennon","RHEL 7","Dev",1552,"rProxy","decommissioning"
"US","host7367","LAN","211.167.176.236","New York DC","Web Hosting","John Lennon","RHEL 7","Dev",1877,"Kong GW","decommissioning"
"US","host8916","DMZ","206.0.252.34","New York DC","Database","David Bowie","RHEL 7","Dev",1503,"rProxy","planned"
"UK","host1874","LAN","204.107.0.110","London DC","Web Hosting","Adele","RHEL 8","Test",865,"Mule PCE","active"
"US","host7754","LAN","221.150.181.17","New York DC","Database","John Lennon","RHEL 8","Test",1336,"Hazelcast","planned"
"PL","host6218","LAN","199.253.179.39","Warsaw DC","File Storage","Adele","RHEL 8","Dev",533,"Kong GW","decommissioning"
"US","host7906","WAN","221.94.166.145","New York DC","Database","David Bowie","RHEL 9","Test",850,"rProxy","active"
"UK","host4946","LAN","192.241.26.73","London DC","Monitoring","David Bowie","RHEL 9","Prod",629,"Hazelcast","planned"
"UK","host7653","LAN","217.232.233.156","London DC","Web Hosting","Amy Winehouse","RHEL 9","Dev",856,"Hazelcast","active"
"UK","host6012","LAN","212.245.158.59","London DC","Email","David Bowie","RHEL 9","Prod",989,"Hazelcast","planned"
"UK","host3408","DMZ","209.165.56.185","London DC","Email","Elton John","RHEL 8","UAT",860,"Mule PCE","active"
"US","host1799","LAN","206.81.98.14","New York DC","Database","David Bowie","RHEL 9","Prod",971,"rProxy","active"
"US","host6680","LAN","199.115.36.9","New York DC","Email","Amy Winehouse","RHEL 7","Prod",1778,"Hazelcast","decommissioning"
"HK","host2333","WAN","198.100.40.84","Hong Kong DC","Email","David Bowie","RHEL 8","Test",977,"Hazelcast","active"
"UK","host1663","LAN","218.240.51.185","London DC","File Storage","David Bowie","RHEL 8","Prod",1325,"Hazelcast","active"
"US","host8777","LAN","205.114.106.83","New York DC","Email","Amy Winehouse","RHEL 8","Prod",1465,"Mule GW","active"
"PL","host3097","LAN","197.132.78.149","Warsaw DC","File Storage","Elton John","RHEL 8","Prod",479,"rProxy","active"
"US","host2000","LAN","208.209.39.236","New York DC","Monitoring","Amy Winehouse","RHEL 9","Prod",1048,"Mule GW","active"
"HK","host2499","LAN","220.120.60.54","Hong Kong DC","Email","John Lennon","RHEL 9","Prod",702,"MongoDB","planned"
"PL","host1690","DMZ","193.139.97.132","Warsaw DC","Web Hosting","John Lennon","RHEL 8","Dev",411,"Mule PCE","active"
"US","host4741","DMZ","193.150.132.89","New York DC","Database","Amy Winehouse","RHEL 8","Prod",1052,"Hazelcast","active"
"PL","host2988","LAN","199.80.75.136","Warsaw DC","Email","David Bowie","RHEL 9","Prod",307,"Mule GW","planned"
"UK","host3279","LAN","206.172.158.118","London DC","Email","Adele","RHEL 7","Dev",1696,"Hazelcast","active"
"US","host2290","LAN","203.13.9.76","New York DC","Web Hosting","John Lennon","RHEL 7","Dev",1836,"Hazelcast","decommissioning"
"PL","host7712","LAN","212.33.177.29","Warsaw DC","Database","Amy Winehouse","RHEL 8","Prod",413,"rProxy","active"
"US","host3557","LAN","209.38.234.251","New York DC","File Storage","Adele","RHEL 8","Prod",1483,"rProxy","active"
"US","host2365","WAN","201.110.141.101","New York DC","File Storage","Adele","RHEL 8","Prod",1271,"MongoDB","active"
"UK","host1333","WAN","221.9.248.254","London DC","Database","Adele","RHEL 8","Test",1263,"Kong GW","active"
"UK","host3506","LAN","196.136.51.49","London DC","Email","Adele","RHEL 9","Prod",616,"Kong GW","planned"
"US","host5836","WAN","200.13.239.216","New York DC","Email","Amy Winehouse","RHEL 9","Dev",874,"Mule PCE","planned"
"UK","host5564","LAN","223.162.21.128","London DC","Database","Adele","RHEL 8","Dev",813,"Mule PCE","planned"
"US","host5307","WAN","209.93.172.169","New York DC","Database","David Bowie","RHEL 8","Prod",1299,"Kong GW","active"
"US","host5059","LAN","218.255.147.71","New York DC","Monitoring","Adele","RHEL 7","Dev",1925,"MongoDB","decommissioning"
"CN","host6607","LAN","203.229.203.185","Beijing DC","File Storage","Adele","RHEL 9","Prod",793,"Kong GW","planned"
"US","host1125","WAN","219.134.181.16","New York DC","Database","Adele","RHEL 8","Prod",1022,"Mule GW","active"
"US","host3297","DMZ","198.27.35.40","New York DC","Database","Adele","RHEL 9","Dev",805,"Hazelcast","planned"
"UK","host3604","DMZ","197.111.239.147","London DC","Database","Amy Winehouse","RHEL 9","Prod",624,"Hazelcast","planned"
"US","host3241","DMZ","204.67.67.185","New York DC","Monitoring","Amy Winehouse","RHEL 8","Prod",1217,"Mule GW","active"
"US","host6954","LAN","209.107.70.96","New York DC","File Storage","Adele","RHEL 8","Prod",1376,"MongoDB","active"
"US","host4431","LAN","222.73.28.124","New York DC","File Storage","Elton John","RHEL 8","Test",1439,"Hazelcast","planned"
"PL","host4537","LAN","192.156.99.164","Warsaw DC","File Storage","David Bowie","RHEL 9","Test",207,"MongoDB","planned"
"UK","host2922","WAN","206.86.223.138","London DC","Web Hosting","Adele","RHEL 8","Dev",1355,"Mule GW","active"
"US","host1394","LAN","207.146.63.161","New York DC","Web Hosting","Adele","RHEL 9","Prod",898,"rProxy","active"
"US","host7709","LAN","214.231.171.218","New York DC","Web Hosting","Adele","RHEL 8","Prod",1056,"rProxy","decommissioning"
"US","host9921","WAN","215.50.124.31","New York DC","Database","David Bowie","RHEL 8","Test",1036,"Mule PCE","active"
"US","host5220","LAN","199.116.98.93","New York DC","File Storage","David Bowie","RHEL 8","Dev",1375,"Kong GW","active"
"PL","host4750","WAN","216.152.235.123","Warsaw DC","Web Hosting","Amy Winehouse","RHEL 8","Prod",481,"Hazelcast","decommissioning"
"UK","host6026","DMZ","194.33.34.79","London DC","Monitoring","Adele","RHEL 9","Test",947,"Hazelcast","planned"
"US","host1183","LAN","193.49.1.25","New York DC","File Storage","David Bowie","RHEL 8","Prod",1204,"Hazelcast","active"
"US","host3086","WAN","197.228.156.98","New York DC","Web Hosting","Amy Winehouse","RHEL 9","Prod",945,"rProxy","planned"
"UK","host6747","LAN","199.154.193.83","London DC","File Storage","Amy Winehouse","RHEL 9","Prod",900,"Hazelcast","active"
"UK","host8908","DMZ","217.128.129.47","London DC","Database","Amy Winehouse","RHEL 9","Prod",681,"Hazelcast","planned"
"US","host6659","LAN","194.43.22.244","New York DC","File Storage","Adele","RHEL 8","UAT",1434,"Hazelcast","planned"
"US","host7379","LAN","195.57.240.40","New York DC","Email","Amy Winehouse","RHEL 9","Prod",1106,"rProxy","active"
"PL","host3130","LAN","204.115.200.224","Warsaw DC","Database","David Bowie","RHEL 8","Prod",489,"rProxy","active"
"HK","host9368","LAN","206.26.180.28","Hong Kong DC","Monitoring","John Lennon","RHEL 8","Dev",926,"rProxy","active"
"US","host8209","LAN","199.79.236.217","New York DC","Database","John Lennon","RHEL 8","Prod",1187,"rProxy","active"
"US","host9248","WAN","209.94.47.132","New York DC","Email","Amy Winehouse","RHEL 9","UAT",977,"MongoDB","active"
"US","host6527","WAN","204.242.61.239","New York DC","Email","Adele","RHEL 9","Dev",1162,"Hazelcast","planned"
"US","host9978","LAN","212.148.33.21","New York DC","Email","Elton John","RHEL 7","Prod",1935,"rProxy","decommissioning"
"US","host4461","LAN","206.57.247.220","New York DC","Database","David Bowie","RHEL 7","Prod",1637,"rProxy","decommissioning"
"CN","host9802","WAN","219.142.186.155","Beijing DC","Database","Elton John","RHEL 8","Test",438,"Kong GW","active"
"UK","host7247","LAN","212.249.197.117","London DC","Database","Adele","RHEL 9","Prod",907,"Mule GW","active"
"US","host6125","LAN","202.100.145.49","New York DC","Email","Adele","RHEL 9","Dev",985,"rProxy","active"
"US","host1554","WAN","209.96.29.34","New York DC","Database","John Lennon","RHEL 8","Prod",1211,"Hazelcast","active"
"HK","host1095","WAN","202.61.246.65","Hong Kong DC","Email","Adele","RHEL 7","Prod",529,"Hazelcast","planned"
"US","host4198","LAN","219.128.74.140","New York DC","Database","David Bowie","RHEL 8","Dev",1326,"Kong GW","active"
"UK","host7535","LAN","192.158.49.46","London DC","Database","Adele","RHEL 9","Dev",861,"Hazelcast","active"
"HK","host8003","LAN","222.248.240.154","Hong Kong DC","Database","Amy Winehouse","RHEL 7","Prod",574,"MongoDB","active"
"CN","host4987","LAN","222.69.237.135","Beijing DC","Web Hosting","Adele","RHEL 8","Test",897,"rProxy","active"
"UK","host9968","WAN","192.86.19.53","London DC","Monitoring","Adele","RHEL 8","Prod",1027,"Hazelcast","active"
"US","host3260","LAN","195.89.219.34","New York DC","Monitoring","Amy Winehouse","RHEL 8","Prod",1236,"Kong GW","planned"
"US","host6813","LAN","192.194.244.72","New York DC","Web Hosting","Adele","RHEL 7","Prod",1556,"Kong GW","active"
"US","host7598","LAN","193.236.116.29","New York DC","File Storage","Elton John","RHEL 7","Test",1812,"rProxy","decommissioning"
"UK","host4608","WAN","204.45.235.194","London DC","Database","Amy Winehouse","RHEL 8","Test",872,"Hazelcast","active"
"HK","host7405","LAN","210.114.205.156","Hong Kong DC","Email","Amy Winehouse","RHEL 9","Prod",515,"Mule GW","planned"
"US","host9117","LAN","210.93.126.141","New York DC","Database","Elton John","RHEL 9","Dev",923,"Hazelcast","planned"
"PL","host7645","LAN","203.243.176.240","Warsaw DC","Database","John Lennon","RHEL 8","Dev",417,"Hazelcast","active"
"UK","host1043","DMZ","214.5.100.168","London DC","Web Hosting","Adele","RHEL 7","Prod",1755,"Mule GW","decommissioning"
"PL","host1221","LAN","203.72.210.73","Warsaw DC","File Storage","Adele","RHEL 8","Dev",316,"Hazelcast","planned"
"HK","host9476","DMZ","209.88.30.6","Hong Kong DC","Database","Adele","RHEL 9","Prod",717,"rProxy","planned"
"US","host7091","WAN","202.32.153.129","New York DC","Monitoring","Adele","RHEL 9","Prod",1126,"Hazelcast","planned"
"US","host4381","LAN","218.68.9.157","New York DC","Email","Elton John","RHEL 8","Prod",1140,"Mule GW","planned"
"US","host8077","LAN","208.229.253.50","New York DC","Monitoring","David Bowie","RHEL 7","Dev",1940,"Hazelcast","decommissioning"
"UK","host7521","LAN","206.213.224.56","London DC","File Storage","John Lennon","RHEL 8","Test",806,"rProxy","decommissioning"
"UK","host8204","LAN","198.239.237.233","London DC","Email","David Bowie","RHEL 8","UAT",863,"rProxy","planned"
"UK","host4527","LAN","219.155.167.82","London DC","Email","John Lennon","RHEL 9","Prod",702,"Hazelcast","planned"
"US","host7167","DMZ","209.16.12.239","New York DC","Database","Amy Winehouse","RHEL 7","Dev",1556,"Hazelcast","decommissioning"
"PL","host2210","DMZ","217.168.28.89","Warsaw DC","File Storage","Adele","RHEL 8","Dev",590,"Hazelcast","active"
"US","host6351","WAN","200.150.33.104","New York DC","Email","David Bowie","RHEL 8","Test",1174,"Mule GW","active"
"UK","host6163","WAN","203.42.16.128","London DC","Database","Adele","RHEL 9","Prod",652,"rProxy","planned"
"US","host2739","LAN","217.145.224.139","New York DC","Email","Adele","RHEL 8","Prod",1438,"Kong GW","active"
"PL","host8604","WAN","217.177.211.33","Warsaw DC","Database","Adele","RHEL 8","Prod",438,"Mule GW","active"
"US","host3956","WAN","207.105.128.10","New York DC","Monitoring","Adele","RHEL 8","Test",1232,"MongoDB","active"
"US","host9251","LAN","213.66.197.185","New York DC","Monitoring","Elton John","RHEL 8","Prod",1140,"rProxy","active"
"US","host3409","WAN","216.48.51.203","New York DC","Email","Adele","RHEL 8","Dev",1173,"Hazelcast","active"
"CN","host5568","WAN","220.116.88.96","Beijing DC","Monitoring","Adele","RHEL 8","Prod",729,"Mule GW","active"
"US","host9871","LAN","223.92.88.180","New York DC","Database","Amy Winehouse","RHEL 7","Prod",1600,"rProxy","decommissioning"
"PL","host8150","WAN","198.86.44.151","Warsaw DC","Web Hosting","Adele","RHEL 8","Dev",520,"Mule PCE","active"
"HK","host6728","LAN","206.202.214.108","Hong Kong DC","File Storage","David Bowie","RHEL 8","Prod",809,"Mule PCE","active"
"UK","host2117","LAN","202.46.62.93","London DC","Database","John Lennon","RHEL 7","UAT",1623,"Kong GW","decommissioning"
"UK","host7179","LAN","208.111.67.121","London DC","Email","Elton John","RHEL 8","Test",1039,"Mule PCE","active"
"US","host5128","LAN","209.120.21.235","New York DC","Email","Adele","RHEL 9","UAT",844,"Hazelcast","active"
"US","host9420","DMZ","194.149.232.1","New York DC","Web Hosting","John Lennon","RHEL 8","Dev",1228,"rProxy","active"
"UK","host6640","LAN","197.149.187.229","London DC","Email","Amy Winehouse","RHEL 8","Dev",1191,"Kong GW","active"
"UK","host9925","DMZ","196.62.81.146","London DC","Web Hosting","Adele","RHEL 8","Test",865,"Hazelcast","active"
"UK","host1200","LAN","209.156.204.13","London DC","Monitoring","Amy Winehouse","RHEL 7","Dev",1252,"Mule PCE","decommissioning"
"CN","host5036","LAN","192.53.205.74","Beijing DC","Database","Adele","RHEL 7","Prod",808,"rProxy","decommissioning"
"UK","host8163","WAN","209.37.87.26","London DC","Email","Adele","RHEL 8","Prod",1215,"Mule GW","planned"
"UK","host2976","LAN","216.189.185.114","London DC","Database","Adele","RHEL 8","UAT",1397,"Mule PCE","planned"
"UK","host9198","LAN","218.233.234.59","London DC","Web Hosting","Adele","RHEL 8","Prod",1370,"Hazelcast","active"
"UK","host2709","LAN","198.3.135.92","London DC","Email","Adele","RHEL 8","Prod",1187,"Mule GW","active"
"US","host6232","WAN","221.162.55.73","New York DC","Database","Adele","RHEL 8","Prod",1090,"rProxy","active"
"CN","host5737","LAN","202.124.130.83","Beijing DC","Database","Elton John","RHEL 8","Test",612,"Mule GW","planned"
"UK","host9875","WAN","222.122.176.142","London DC","Database","Amy Winehouse","RHEL 9","Dev",671,"rProxy","planned"
"UK","host6404","WAN","219.44.18.25","London DC","Database","Adele","RHEL 9","Dev",878,"rProxy","planned"
"UK","host8509","LAN","222.228.211.191","London DC","Email","David Bowie","RHEL 9","Prod",899,"rProxy","active"
"HK","host2796","LAN","212.104.114.109","Hong Kong DC","Database","David Bowie","RHEL 7","Dev",739,"rProxy","decommissioning"
"US","host9752","LAN","201.196.151.175","New York DC","Web Hosting","Adele","RHEL 8","Prod",1197,"Mule PCE","active"
"US","host8856","LAN","196.4.94.89","New York DC","File Storage","Adele","RHEL 8","Prod",1154,"rProxy","active"
"US","host5497","LAN","192.212.235.217","New York DC","Email","Elton John","RHEL 7","Dev",1793,"rProxy","decommissioning"
"US","host1474","LAN","211.111.5.187","New York DC","Monitoring","John Lennon","RHEL 9","Dev",951,"rProxy","planned"
"PL","host3560","WAN","214.3.224.236","Warsaw DC","Database","Amy Winehouse","RHEL 8","Dev",555,"Mule GW","active"
"US","host9744","LAN","219.153.59.147","New York DC","Email","David Bowie","RHEL 7","Test",1643,"Kong GW","planned"
"UK","host6612","LAN","202.70.185.226","London DC","Database","David Bowie","RHEL 8","Dev",1139,"Kong GW","active"
"CN","host3981","DMZ","204.247.6.20","Beijing DC","Monitoring","Amy Winehouse","RHEL 9","Prod",846,"rProxy","active"
"US","host8132","LAN","201.239.118.229","New York DC","Email","Adele","RHEL 8","Prod",1180,"Mule GW","active"
"US","host7484","LAN","211.139.10.192","New York DC","File Storage","Elton John","RHEL 9","Dev",1023,"Kong GW","planned"
"US","host4917","WAN","211.146.245.190","New York DC","Database","Elton John","RHEL 7","Dev",1903,"MongoDB","active"
"PL","host8390","WAN","201.190.4.7","Warsaw DC","Database","Adele","RHEL 8","Prod",334,"rProxy","active"
"UK","host9456","WAN","218.176.37.61","London DC","Email","Elton John","RHEL 9","UAT",996,"Kong GW","active"
"UK","host7052","LAN","223.34.252.50","London DC","Email","John Lennon","RHEL 9","Dev",664,"Kong GW","active"
"US","host6557","DMZ","219.153.81.52","New York DC","Web Hosting","Elton John","RHEL 8","Test",1338,"rProxy","active"
"US","host2791","LAN","215.104.88.224","New York DC","File Storage","Adele","RHEL 9","Prod",885,"rProxy","active"
"UK","host3089","LAN","201.108.59.166","London DC","Web Hosting","Amy Winehouse","RHEL 8","Prod",835,"Kong GW","planned"
